Code;Título;Tempo inicial;Tipo;Situação;Link;Vídeo base
v374;É aqui que começa a mágica do Template Chora Cad!;;IGTV;Enviado;https://drive.google.com/open?id=18ybnLJjWhb8pRkRZTCn0Gu6k4nLNSTsY&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/l5zl4sqqqeog7cl/CHORA%20em%20a%C3%A7%C3%A3o_carimbo_nome%20da%20prancha_1m20s.mp4?dl=0
v375;Isso é projetar interiores de maneira INTELIGENTE!;;Feed;Enviado;https://drive.google.com/open?id=19CEZL7wJu2RqF3X2Yo1qPGtONOYUSYIX&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/rjj6p0q6xy6qej0/CHORA%20em%20a%C3%A7%C3%A3o_cotas_cotando1_57s.mp4?dl=0
v376;Esse é o jeito para inserir cotas automatizadas no projeto de interiores;;IGTV;Enviado;https://drive.google.com/open?id=19DeTCo3MAmAYaHVy1BFHoanmUGPO73xX&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/63n0ya0r8w9fr7p/CHORA%20em%20a%C3%A7%C3%A3o_cotas_cotando2_1m35s.mp4?dl=0
v377;Esse é a maneira mais rápida para detalhar seus projetos de interiores;;Feed;Enviado;https://drive.google.com/open?id=19U9RrTl6FhJA8PIm9GLZIkcIreqRLQ0h&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/9xdhs3grb5xb0zm/CHORA%20em%20a%C3%A7%C3%A3o_detalhamento%20bancada_40s.mp4?dl=0
v378;Conheça as bibliotecas do Template Chora CAD!;;Feed;Enviado;https://drive.google.com/open?id=19YGIBdJ-1ObHwNFNQSFPwRMaKK8UcoU-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/eu9hl2iu3d5lq6o/CHORA%20em%20a%C3%A7%C3%A3o_scrapbook_apresenta%C3%A7%C3%A3o_57s.mp4?dl=0
v379;Projetando desse jeito, seu executivo fica pronto em 2 dias!;;Feed;Enviado;https://drive.google.com/open?id=19fgYRhEOXyIidbN8CowjScAUum73R_wV&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/0mny0bacqlmcghl/CHORA%20em%20a%C3%A7%C3%A3o_scrapbook_el%C3%A9trica_1m2s.mp4?dl=0
v380;Suas legendas ao gerar o executivo são automatizadas? Não? Então veja isso!;;Feed;Enviado;https://drive.google.com/open?id=1A1OGkHevnk5-TDGhxBjww_3NsKpOr1E0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;https://www.dropbox.com/s/kvlfe8i4r20piss/CHORA%20em%20a%C3%A7%C3%A3o_scrapbook_quadro%20de%20legenda_1m3s.mp4?dl=0
v381;SE Você trabalha com INTERIORES e vende TEMPO por que NÃO FAZ ISSO ainda?;11:38 – 12:21;Feed;Enviado;https://drive.google.com/open?id=1kntbmwXFitXL-V8YHE5_eMtSU1Ztxt_4&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v382;Responda estas 3 PERGUNTAS e descubra se você  tem um negócio de INTERIORES que dá LUCRO!;21:02 – 21:47;Feed;Enviado;https://drive.google.com/open?id=1kum-MSbPaiASp_ExWTLX_CyRfIj0JPh-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v383;Se você troca TEMPO por Dinheiro, é isso que acontece!;27:59 – 28:11;Reels;Enviado;https://drive.google.com/open?id=1apPfT5gTeXs2PJfST1JAvA2fyAKlM-aX&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v384;Arquiteta e Designer é isso o que acontece quando você cobra por M2;29:12 – 30:25;Feed;Enviado;https://drive.google.com/open?id=1kuqtY76MQbJGp2voGtVWEELw3w-5qqyi&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v385;Como AUMENTAR seu LUCRO mensal trabalhando com INTERIORES?;31:38 – 32:10;Reels;Enviado;https://drive.google.com/open?id=1bGfDHb34W8IERCoOCzQVE2137m6U3z-j&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v386;Arquiteta e designer, Anote essas 2 formas de FATURAR além de fazer PROJETOS!;32:10 – 33:02;Feed;Enviado;https://drive.google.com/open?id=1gngw0U3GA3T8my04ym3PUzF8lNez_4St&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v387;O que uma LOJA DE SAPATOS e um ESCRITÓRIO DE INTERIORES têm em comum?;33:23 – 34:44;Feed;Enviado;https://drive.google.com/open?id=1eS0HdNTiGABmas-90oKDR1uv53JP2VIX&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v388;"Arquiteta e Designer, ESSE é o seu verdadeiro ""PRODUTO""!";34:46 – 35:06;Reels;Enviado;https://drive.google.com/open?id=1bttNo8X0dWzZlkjHsKwLV9MklQwfCKPw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v389;3 MANEIRAS para AUMENTAR seus GANHOS com PROJETOS DE INTERIORES!;35:27 – 35:47, 35:58 – 36:10,  36:54 – 37:32,  38:17 – 38:35;IGTV;Enviado;https://drive.google.com/open?id=1kvRCXTBV8ktuB92yRiyfGUbukROmxcFp&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v390;É Por isso que voce precisa MAPEAR as etapas do PROJETO de INTERIORES!;36:31 – 36:43;Reels;Enviado;https://drive.google.com/open?id=1cKFPk40-_UyTv18I3q7nJyWdNtWBl6XY&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v391;Essa é a solução para concluir seu PROJETO EXECUTIVO 5x mais rápido!;37:57 – 38:13;Reels;Enviado;https://drive.google.com/open?id=1cecv_cj7U6wmao9DsSOGMuWFUsuwl3HD&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v392;NÃO adianta ter um escritório de interiores PRODUTIVO se não tiver ISSO!;38:40 – 39:27;Feed;Enviado;https://drive.google.com/open?id=1l9PYCypGuUd0ow174GzV67wyKdVzSqJf&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v393;Essas são as FERRAMENTAS que todo profissional de INTERIORES deve INVESTIR  para AUMENTAR seu FATURAMENTO ;40:35 – 41:50;IGTV;Enviado;https://drive.google.com/open?id=1lBt7AYBbsoNiZRgolD136AV_0CNYQTCD&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v394;Arquiteta e Designer, você sabe como COMPRAR mais TEMPO?;42:03 – 43:46;Feed;Enviado;https://drive.google.com/open?id=1lCfrVG5iLPKEJX8ujQ_pMh2dUvRopxhp&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v395;4 AÇÕES para ter um escritório de interiores mais LUCRATIVO!;45:15 – 45:39;Reels;Enviado;https://drive.google.com/open?id=1dosk2G2oUA4QeBsk1k7ZJ6gxkaT8Tj1C&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v396;Arquiteta e Designer, antes de CONTRATAR voce precisa saber ISSO!;46:10 – 46:54;Feed;Enviado;https://drive.google.com/open?id=1lWAN0wreHY9ZgMnClt7kvCjgYurql-g-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v397;5 LIÇÕES para LUCRAR mais com seu ESCRITÓRIO DE INTERIORES!;47:18 – 48:32;IGTV;Enviado;https://drive.google.com/open?id=1lGI-89GDWZcnLlbQ9UZ-XAgwfEXpik6Y&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v398;Você sabe quantas HORAS PRODUTIVAS tem seu ESCRITÓRIO DE INTERIORES?;56:49 – 58:41;IGTV;Enviado;https://drive.google.com/open?id=1lLIbk0SVLpXSsw-qEeG4yxL-tF3thyqT&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v399;Essa é a diferença entre um NEGÓCIO de INTERIORES MAIS LUCRATIVO X  Menos Lucrativo;01:00:13 – 01:00:45;Reels;Enviado;https://drive.google.com/open?id=1jEC8E83Lc2Mddqk64KIJuUBFtOVqV_E6&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v400;Se você é DONA de um ESCRITÓRIO DE INTERIORES, isso é SUA RESPONSABILIDADE!;01:00:54 – 01:01:36;Feed;Enviado;https://drive.google.com/open?id=1lLQBZ1fx8G0Pf7fOxyoHA_AmID20LfM5&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v401;É assim que você CALCULA as HORAS PRODUTIVAS dos seus ESTAGIÁRIOS!;01:01:59 – 01:03:16;IGTV;Enviado;https://drive.google.com/open?id=1lTZ0OiMcT50tybEscMxcg-pYjBtlbrxb&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v402;O seu ESCRITÓRIO não gira em torno de PROJETO, ele gira em torno DISSO!;01:03:45 – 01:05:27;IGTV;Enviado;https://drive.google.com/open?id=1lVQRBKWZrIWrx93UPNbaz02dLsHA1YS3&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av381;SE Você trabalha com INTERIORES e vende TEMPO por que NÃO FAZ ISSO ainda?;11:38 – 12:21;Feed;Enviado;https://drive.google.com/open?id=1m0EyWsK8XM4SVKKW9W7bvoSZG2HgrPb0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av382;Responda estas 3 PERGUNTAS e descubra se você  tem um negócio de INTERIORES que dá LUCRO!;21:02 – 21:47;Feed;Enviado;https://drive.google.com/open?id=1a_9-cUXmDArmTADYTMm5B8k54FXtURrg&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av383;Se você troca TEMPO por Dinheiro, é isso que acontece!;27:59 – 28:11;Reels;Enviado;https://drive.google.com/open?id=1b31wS0D7GjQvvVbMd1CjX5plBIOtY1gw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av384;Arquiteta e Designer é isso o que acontece quando você cobra por M2;29:12 – 30:25;Feed;Enviado;https://drive.google.com/open?id=1eLKfn93jGEehbnbJVwpbnQtz2s_o74y_&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av385;Como AUMENTAR seu LUCRO mensal trabalhando com INTERIORES?;31:38 – 32:10;Reels;Enviado;https://drive.google.com/open?id=1bNDo5p0IKmGvDU859s-HjYWnxBQO481D&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av386;Arquiteta e designer, Anote essas 2 formas de FATURAR além de fazer PROJETOS!;32:10 – 33:02;Feed;Enviado;https://drive.google.com/open?id=1h3mR_usT7ACj8HL9KrK3GvnZC5I1F1VS&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av387;O que uma LOJA DE SAPATOS e um ESCRITÓRIO DE INTERIORES têm em comum?;33:23 – 34:44;Feed;Enviado;https://drive.google.com/open?id=1euKhEneV0fUpH8qIGHau4n3scIfinfqY&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av388;"Arquiteta e Designer, ESSE é o seu verdadeiro ""PRODUTO""!";34:46 – 35:06;Reels;Enviado;https://drive.google.com/open?id=1c2nq9UfgDxw_0t1rWEBd59vULMBjaikv&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av389;3 MANEIRAS para AUMENTAR seus GANHOS com PROJETOS DE INTERIORES!;35:27 – 35:47, 35:58 – 36:10,  36:54 – 37:32,  38:17 – 38:35;IGTV;Enviado;https://drive.google.com/open?id=1hOsXgrDtJVEjBOpj9RJccnu6ExMZUAfw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av390;É Por isso que voce precisa MAPEAR as etapas do PROJETO de INTERIORES!;36:31 – 36:43;Reels;Enviado;https://drive.google.com/open?id=1cU1rMGyxi3Om8-YXAvGni5bAdWYsYnsP&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av391;Essa é a solução para concluir seu PROJETO EXECUTIVO 5x mais rápido!;37:57 – 38:13;Reels;Enviado;https://drive.google.com/open?id=1cvzNJxNtb2AuihDSoJXOFd7ZYo8n3yd9&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av392;NÃO adianta ter um escritório de interiores PRODUTIVO se não tiver ISSO!;38:40 – 39:27;Feed;Enviado;https://drive.google.com/open?id=1ft8dm675K3-QMxxWJJ1bxaHGeAK6433O&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av393;Essas são as FERRAMENTAS que todo profissional de INTERIORES deve INVESTIR  para AUMENTAR seu FATURAMENTO ;40:35 – 41:50;IGTV;Enviado;https://drive.google.com/open?id=1hgs8v5mf1RKc4D0_S4sDAG-w1ZM_P7wj&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av394;Arquiteta e Designer, você sabe como COMPRAR mais TEMPO?;42:03 – 43:46;IGTV;Enviado;https://drive.google.com/open?id=1iqPsehNoQJxIaxaa9-55LB5NUVQ3AHzU&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av395;4 AÇÕES para ter um escritório de interiores mais LUCRATIVO!;45:15 – 45:39;Reels;Enviado;https://drive.google.com/open?id=1fvHswiUvx43cMRFVW-nNhMAyv-DdJWHa&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av396;Arquiteta e Designer, antes de CONTRATAR voce precisa saber ISSO!;46:10 – 46:54;Feed;Enviado;https://drive.google.com/open?id=1m3locNQ0hI0764Ds8QrxIj0vucnqaMVs&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av397;5 LIÇÕES para LUCRAR mais com seu ESCRITÓRIO DE INTERIORES!;47:18 – 48:32;IGTV;Enviado;https://drive.google.com/open?id=1iF7c_vf_aDl1wtIdCuJUblwo9wb3vAEO&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av398;Você sabe quantas HORAS PRODUTIVAS tem seu ESCRITÓRIO DE INTERIORES?;56:49 – 58:41;IGTV;Enviado;https://drive.google.com/open?id=1j7XoWqYZ1F2humEk3kV1Jo6U2qzTnhPA&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av399;Essa é a diferença entre um NEGÓCIO de INTERIORES MAIS LUCRATIVO X  Menos Lucrativo;01:00:13 – 01:00:45;Reels;Enviado;https://drive.google.com/open?id=1jQeFI-iw7bbZvDJQaUcQP2zYQXRjbKy5&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av400;Se você é DONA de um ESCRITÓRIO DE INTERIORES, isso é SUA RESPONSABILIDADE!;01:00:54 – 01:01:36;Feed;Enviado;https://drive.google.com/open?id=1jtFVeLnsOBlL9ZGAnQhWjgQAsvq1wrpf&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av401;É assim que você CALCULA as HORAS PRODUTIVAS dos seus ESTAGIÁRIOS!;01:01:59 – 01:03:16;IGTV;Enviado;https://drive.google.com/open?id=1kG5orgZXl90IskeIlpfZcC2Wu9F651pk&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
av402;O seu ESCRITÓRIO não gira em torno de PROJETO, ele gira em torno DISSO!;01:03:45 – 01:05:27;IGTV;Enviado;https://drive.google.com/open?id=1khmHylvJC40KeAEyuH-nWci0mmVbkaGC&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_ Live 2 Use esta fórmula 22/03
v408;É assim que voce tem certeza que NÃO está PAGANDO PARA PROJETAR!;26:34 – 27:19;Feed;Enviado;https://drive.google.com/open?id=1cvlGLKe3r-eUs8sa2CquSIC3mNaMWg-T&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v409;Essa deve ser a matemática do seu escritório de interiores!;27:20 – 27:35;Reels;Enviado;https://drive.google.com/open?id=1TL1IenFh423qy4N_WPdTAsf19BcCSN0U&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v410;Se você PROJETA INTERIORES desse jeito, esse é o seu SALDO FINAL ;27:35 – 28:50;Feed;Enviado;https://drive.google.com/open?id=1TdYRxHwexoSzhnc0VyFdJsxPyMUCig4J&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v411;Essa é a MANEIRA de PROJETAR INTERIORES MAIS RÁPIDO e com MAIS QUALIDADE;28:49 – 30:01;Feed;Enviado;https://drive.google.com/open?id=1TxLQtfPVOta2BmMpoSdyE0V_ktHOlBRh&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v412;O SUCESSO do SEU negócio de INTERIORES depende DISSO!;32:11 – 32:33;Reels;Enviado;https://drive.google.com/open?id=1kctScvUKxNxyl4rNsuXtNEVR8YAZnvbY&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v413;É por isso que o CAD NÃO é a Melhor SOLUÇÃO para PROJETAR INTERIORES;44:26 – 45:37;Feed;Enviado;https://drive.google.com/open?id=1jf0xr0n3mEMWRUEZpuBpMSy5OwYJtoi-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v414;Como o CHORA CAD mudou a vida dela!;45:43 – 48:02;IGTV;Enviado;https://drive.google.com/open?id=143rtxzusIwQNZk5PBiygvI-CxgKwQbag&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v415;Esse é o tempo que ela leva para gerar o executivo depois do Template Chora Cad!;51:10 – 51:46;Reels;Enviado;https://drive.google.com/open?id=1jfhTPjnNSIxhoAdZ-xtA7MRiR-XlPXY-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v416;Como o CHORA salvou a ALÊ após ela perder TODO o PROJETO de MARCENARIA! 😱;51:47 – 53:00;IGTV;Enviado;https://drive.google.com/open?id=143zrdDefYjNXQ8jyQ08TYT726sY6w4FT&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v417;Você se LIMITA na hora de CRIAR seu  PROJETO por conta do DETALHAMENTO? Ouça isso!;57:06 – 58:15;Feed;Enviado;https://drive.google.com/open?id=1l2AEEaNPnsZ8rxCm_vuQTQFEtaGmaDwz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v418;É POR ISSO que O CHORA Cad OTIMIZA ABSURDAMENTE seu TEMPO PROJETANDO!;01:14:20 – 01:14:41;Reels;Enviado;https://drive.google.com/open?id=1iUmZrlDorZWMnWo666UmchzJRi1ZHH2C&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v419;É POR ISSO que demos ADEUS AO CAD na hora de PROJETAR!;01:16:06 – 01:16:54;Feed;Enviado;https://drive.google.com/open?id=1ig_USmhKLqpeIdtkH-S6jJdLrLfWo_ht&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v420;Consigo fazer PLANTA BAIXA no Template CHORA Cad?;01:19:12 – 01:19:42;Reels;Enviado;https://drive.google.com/open?id=1j5lXUgacMBrurkcRLk4Ve29lyc9aWXC-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v421;Conheça um PROJETO COMPLETO feito no TEMPLATE CHORA Cad em apenas 6 dias! 😱;01:32:40 – 01:36:22;IGTV;Enviado;https://drive.google.com/open?id=144e1ADX5jlA7IvfnWx8bCkyMvYrLFJlJ&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av408;É assim que voce tem certeza que NÃO está PAGANDO PARA PROJETAR!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1THRtDOHWfUvgAEzvK_UFVOgJmXZ8LQED&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av409;Essa deve ser a matemática do seu escritório de interiores!;Áudio;Reels;Enviado;https://drive.google.com/open?id=1TSImhx0wPDH6JeleUy8dLCfiuv-Kn7u0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av410;Se você PROJETA INTERIORES desse jeito, esse é o seu SALDO FINAL ;Áudio;Feed;Enviado;https://drive.google.com/open?id=1TgZg9lJSOBdEE6lm333wzKL0F1yQofIp&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av411;Essa é a MANEIRA de PROJETAR INTERIORES MAIS RÁPIDO e com MAIS QUALIDADE;Áudio;Feed;Enviado;https://drive.google.com/open?id=1U-nOLWi1WKz3y_5GSIhzthBemxo0vOs3&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av412;O SUCESSO do SEU negócio de INTERIORES depende DISSO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=1onpNmhtRj_ct6Sxc7cN9Vy5e2PIBJb4Y&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av413;É por isso que o CAD NÃO é a Melhor SOLUÇÃO para PROJETAR INTERIORES;Áudio;Feed;Enviado;https://drive.google.com/open?id=1nrkrB3cBJnQs10RmlbDfR6pntuBNkka3&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av414;Como o CHORA CAD mudou a vida dela!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1nussHXoVBW226JuKTzcUA6zPX0ppVUfF&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av415;Esse é o tempo que ela leva para gerar o executivo depois do Template Chora Cad!;Áudio;Reels;Enviado;https://drive.google.com/open?id=1pDyCdhRnv2F-zpRp7l0PGqxZIHw6a_dw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av416;Como o CHORA salvou a ALÊ após ela perder TODO o PROJETO de MARCENARIA! 😱;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1o6efBMR3qUeb5NIZQY_2AJXCKEHpB-8H&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av417;Você se LIMITA na hora de CRIAR seu  PROJETO por conta do DETALHAMENTO? Ouça isso!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1o6jFCaqL7Tj4Dy2j2gxPB35cafklEMTs&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av418;É POR ISSO que O CHORA Cad OTIMIZA ABSURDAMENTE seu TEMPO PROJETANDO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=1pGweJ5apsfw0W9x-u1xmK_CdD19qGT6J&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av419;É POR ISSO que demos ADEUS AO CAD na hora de PROJETAR!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1oDZXLN8e2PJkAONfSj2fvX_cWTK-b0q_&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av420;Consigo fazer PLANTA BAIXA no Template CHORA Cad?;Áudio;Reels;Enviado;https://drive.google.com/open?id=1p5dBYug42QNXY7oQfBkWFWabqjftg5ty&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
av421;Conheça um PROJETO COMPLETO feito no TEMPLATE CHORA Cad em apenas 6 dias! 😱;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1oh3YPSMPJEjfJioiwaRz2l_7fdrO5mKj&authuser=f215775%40dac.unicamp.br&usp=drive_fs;CH032021_Live 3 Alexandra
v422;Arquiteta e designer, ser generalista ou especialista?;13:22 – 14:23;Feed;Enviado;https://drive.google.com/open?id=1I1UzvSK9yrXBu7hCGvr3oawoNL1ekTuK&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v423;Arquiteta e Designer é por isso que voce NÃO deve perder TEMPO com ESSE perfil de cliente!;15:12 – 15:39;Reels;Enviado;https://drive.google.com/open?id=1PcdutkrJAe7vWmfJ1y2IQVk7r9BYGxjU&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v424;O SEGREDO para você não ter PREJUÍZOS no seu Escritório de INTERIORES;19:19 – 20:35;IGTV;Enviado;https://drive.google.com/open?id=1Id35OHg-PIoEaqWBujep1c7j3HHs4umf&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v425;Mais clientes NÃO É suficiente para ALAVANCAR seu escritório de interiores!;23:24 – 24:56;Feed;Enviado;https://drive.google.com/open?id=1JIyEyVyxRcZD2fAKcDD_24C8QJUwcrxa&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v426;Como essa descoberta mudou nosso jeito de Trabalhar com INTERIORES!;25:27 – 25:40;Reels;Enviado;https://drive.google.com/open?id=1PwblpfrD95Cuio56fxt387UzcHfdGcE_&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v427;Sem saber reponder ISSO você dificilmente vai LUCRAR trabalhando com INTERIORES!;34:13 – 35:34;Feed;Enviado;https://drive.google.com/open?id=1KpuU04UaiVtQfy5SU3EhYBCbkApJpFb4&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v428;Arquiteta e Designer, use essa FERRAMENTA e aumente suas chances de ser CONTRATADA!;36:23 – 38:01;IGTV;Enviado;https://drive.google.com/open?id=1QJcqMEDYMHKBGFAYI7ivmUst-YCrB3qI&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v429;ARQUITETA E DESIGNER, Se o cliente NÃO está te CONTRATANDO, ESSE pode ser o seu ERRO!;42:02 – 42:16;Reels;Enviado;https://drive.google.com/open?id=1QkeGf7GrfcRu8iYr0SH_Ddn0gI-JWCsq&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
v430;Seu escritório de interiores deve ser como uma COMPANHIA AÉREA!;42:26 – 43:30;Feed;Enviado;https://drive.google.com/open?id=1R1sYdog8p-YqABQouWtjzQ_1Nh0nQDdu&authuser=f215775%40dac.unicamp.br&usp=drive_fs;PK022021_Live Qual a melhor estratégia 10/02
